"date","ref","plate","duration_feeding","feedingRate","body","spine","treatment","clone","kairomone","metsch","block","rep","day","assay","r1","fate","day_fate","infectionFate","day_infection"
"2022-11-07","k+m+_c1_2.4"," 2","6.467778"," 0.254732365","1.1916772","0.38571970","k+m+","c1","TRUE","TRUE"," 2"," 4","  7"," 1","0.16531840","alive","21","FALSE","NULL"
"2022-11-09","k+m-_m37_1.3"," 2","6.631389"," 0.450748916","1.2635172","0.37771982","k+m-","m37","TRUE","FALSE"," 1"," 3"," 14"," 2","0.09847316","alive","21","FALSE","NULL"
"2022-11-07","k+m+_m37_2.9"," 2","6.448333","-0.184836160","1.3527569","0.40499551","k+m+","m37","TRUE","TRUE"," 2"," 9","  7"," 1","0.13700350","alive","21","TRUE","21"
"2022-11-09","k-m+_c1_1.10"," 2","6.591944"," 0.055457985","1.2684039","0.33830456","k-m+","c1","FALSE","TRUE"," 1","10"," 14"," 2","0.13927392","dead","16","FALSE","NULL"
"2022-11-07","k+m-_w2_2.2"," 2","6.426389"," 0.193551498","1.1168909","0.21750335","k+m-","w2","TRUE","FALSE"," 2"," 2","  7"," 1","0.00000000","alive","21","FALSE","NULL"
"2022-11-09","k-m-_w2_1.1"," 2","6.557778"," 0.570101308","1.3548853","0.33846371","k-m-","w2","FALSE","FALSE"," 1"," 1"," 14"," 2","0.15267340","alive","21","FALSE","NULL"
"2022-11-07","k-m-_w2_2.1"," 2","6.403889"," 0.159480430","1.2720267","0.46227167","k-m-","w2","FALSE","FALSE"," 2"," 1","  7"," 1","0.19871953","alive","21","FALSE","NULL"
"2022-11-09","k-m-_c1_1.2"," 2","6.531111"," 0.624336829","1.5831842","0.52040264","k-m-","c1","FALSE","FALSE"," 1"," 2"," 14"," 2","0.19512497","alive","21","FALSE","NULL"
"2022-11-07","k+m+_c1_2.3"," 2","6.383611","-0.132995952","1.2899429","0.41080233","k+m+","c1","TRUE","TRUE"," 2"," 3","  7"," 1","0.15515251","alive","21","FALSE","NULL"
"2022-11-03","k+m+_w2_1.3"," 3","8.616389"," 0.196623149",NA,"0.53554443","k+m+","w2","TRUE","TRUE"," 1"," 3","  8"," 1","0.00000000","alive","21","FALSE","NULL"
"2022-11-03","k-m+_c1_1.7"," 3","8.585833","-0.090984505","0.9752779","0.41826665","k-m+","c1","FALSE","TRUE"," 1"," 7","  8"," 1","0.14391527","dead","21","FALSE","NULL"
"2022-11-03","k-m-_m37_1.2"," 3","8.557222","-0.044584288","1.2289543","0.45486373","k-m-","m37","FALSE","FALSE"," 1"," 2","  8"," 1","0.10058987","alive","21","FALSE","NULL"
"2022-11-03","k-m+_c1_1.10"," 3","8.530833"," 0.280033496","0.8423258","0.35147110","k-m+","c1","FALSE","TRUE"," 1","10","  8"," 1","0.13927392","dead","16","FALSE","NULL"
"2022-11-03","k-m-_m37_1.3"," 3","8.506389"," 0.303869152","1.1505587","0.43293200","k-m-","m37","FALSE","FALSE"," 1"," 3","  8"," 1","0.15185491","alive","21","FALSE","NULL"
"2022-11-03","k-m+_c1_1.4"," 3","8.398333"," 0.022537817","0.9613770","0.27078424","k-m+","c1","FALSE","TRUE"," 1"," 4","  8"," 1","0.15111354","alive","21","FALSE","NULL"
"2022-11-03","k-m+_c1_1.5"," 3","8.360833"," 0.159710626","1.1652341","0.10087996","k-m+","c1","FALSE","TRUE"," 1"," 5","  8"," 1","0.14054710","alive","21","FALSE","NULL"
"2022-11-03","k+m-_c1_1.12"," 3","8.325278","-0.172475830","1.2680977","0.46297733","k+m-","c1","TRUE","FALSE"," 1","12","  8"," 1","0.17882643","lost","11","FALSE","NULL"
"2022-11-03","k+m-_c1_1.6"," 3","8.298611","-0.289972268","0.9062107","0.31902905","k+m-","c1","TRUE","FALSE"," 1"," 6","  8"," 1","0.11458985","alive","21","FALSE","NULL"
"2022-11-03","k-m-_c1_1.11"," 3",NA,NA,NA,NA,"k-m-","c1","FALSE","FALSE"," 1","11","  8"," 1","0.00000000","dead"," 8","FALSE","NULL"
"2022-11-03","k+m+_c1_1.7"," 3","8.260556"," 0.332639452","1.1931820","0.43469245","k+m+","c1","TRUE","TRUE"," 1"," 7","  8"," 1","0.13711405","alive","21","TRUE","21"
"2022-11-03","k-m-_c1_1.3"," 3",NA,NA,NA,NA,"k-m-","c1","FALSE","FALSE"," 1"," 3","  8"," 1","0.22021370","alive","21","FALSE","NULL"
"2022-11-03","k-m+_c1_1.1"," 3","8.195278","-0.037548036","1.0216034","0.32768324","k-m+","c1","FALSE","TRUE"," 1"," 1","  8"," 1","0.11946419","alive","21","FALSE","NULL"
"2022-11-03","k+m+_c1_1.11"," 3",NA,NA,NA,NA,"k+m+","c1","TRUE","TRUE"," 1","11","  8"," 1","0.00000000","dead"," 8","FALSE","NULL"
"2022-11-03","k-m+_w2_1.4"," 3","8.156111"," 0.190278047","0.9913704","0.34932348","k-m+","w2","FALSE","TRUE"," 1"," 4","  8"," 1","0.10510566","alive","21","FALSE","NULL"
"2022-11-03","k+m+_w2_1.4"," 3",NA,NA,NA,NA,"k+m+","w2","TRUE","TRUE"," 1"," 4","  8"," 1","0.10083856","alive","21","FALSE","NULL"
"2022-11-03","k+m-_c1_1.10"," 3","8.091944"," 0.000000000","0.9780648","0.40245373","k+m-","c1","TRUE","FALSE"," 1","10","  8"," 1","0.15054195","alive","21","FALSE","NULL"
"2022-11-03","k+m-_w2_1.2"," 3","8.048333","-0.217363574","1.0378297","0.39206490","k+m-","w2","TRUE","FALSE"," 1"," 2","  8"," 1","0.00000000","lost"," 8","FALSE","NULL"
"2022-11-03","k-m-_m37_1.1"," 3","8.018611"," 0.093486313","1.2043381","0.43991385","k-m-","m37","FALSE","FALSE"," 1"," 1","  8"," 1","0.16525479","alive","21","FALSE","NULL"
"2022-11-03","k-m+_w2_1.3"," 3","7.997500","-0.140308835","1.0288322","0.28254777","k-m+","w2","FALSE","TRUE"," 1"," 3","  8"," 1","0.09863071","alive","21","FALSE","NULL"
"2022-11-03","k+m+_m37_1.2"," 3","7.966944","-0.055795246","1.2313738","0.42977288","k+m+","m37","TRUE","TRUE"," 1"," 2","  8"," 1","0.17232520","alive","21","TRUE","21"
"2022-11-03","k-m-_w2_1.3"," 3","7.943611"," 0.140430447","0.9515517","0.34365184","k-m-","w2","FALSE","FALSE"," 1"," 3","  8"," 1","0.00000000","dead"," 8","FALSE","NULL"
"2022-11-09","k+m+_c1_2.2",NA,NA,NA,"1.3638962","0.46585292","k+m+","c1","TRUE","TRUE"," 2"," 2","  9"," 1","0.00000000","missing"," 4","FALSE","NULL"
"2022-12-06","k+m+_c1_4.4",NA,NA,NA,"0.9936609","0.32688986","k+m+","c1","TRUE","TRUE"," 4"," 4","  7"," 1","0.00000000","missing"," 4","FALSE","NULL"
"2022-11-09","k+m+_w2_4",NA,NA,NA,"1.1801374","0.31209618","k+m+","w2","TRUE","TRUE"," 4",NA,"-20","-3",NA,NA,NA,NA,NA
"2022-11-07","k+m-_c1_2.8",NA,NA,NA,"0.9106860","0.32504037","k+m-","c1","TRUE","FALSE"," 2"," 8","  7"," 1","0.00000000","dead","14","FALSE","NULL"
"2022-11-07","k+m-m37_2.4",NA,NA,NA,"1.2441513","0.34596517","k+m-m37","2.4","TRUE","FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-12-11","k+m_m37_5.3",NA,NA,NA,"1.2230485","0.38181450","k+m","m37","TRUE","FALSE"," 5"," 3","  7"," 1",NA,NA,NA,NA,NA
"2022-11-03","k--m-_c1_1.3",NA,NA,NA,"1.3214904","0.48123688","k--m-","c1","FALSE","FALSE"," 1"," 3","  8"," 1",NA,NA,NA,NA,NA
"2022-11-09","k-m+_c1_1.16",NA,NA,NA,"1.5205072","0.46113177","k-m+","c1","FALSE","TRUE"," 1","16"," 14"," 2",NA,NA,NA,NA,NA
"2022-11-09","k-m+_c1_1.18",NA,NA,NA,"1.4136676","0.45669502","k-m+","c1","FALSE","TRUE"," 1","18"," 14"," 2",NA,NA,NA,NA,NA
"2022-11-07","k-m+_c1_2.3",NA,NA,NA,"0.9268867","0.32280324","k-m+","c1","FALSE","TRUE"," 2"," 3","  7"," 1","0.10539762","alive","21","FALSE","NULL"
"2022-11-09","k-m-_c1_10",NA,NA,NA,"1.2293377","0.45082513","k-m-","c1","FALSE","FALSE","10",NA,NA,NA,NA,NA,NA,NA,NA
"2022-11-03","k-m-_w2_4",NA,NA,NA,"0.9650003","0.35025561","k-m-","w2","FALSE","FALSE"," 4",NA,"-26","-4",NA,NA,NA,NA,NA
NA,"k-m-_c1_1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k-m-_c1_1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k-m-_c1_1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k-m-_c1_1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k+m-_c1_1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k+m-_c1_1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","missing"," 5","FALSE","NULL"
NA,"k+m-_c1_1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","missing"," 5","FALSE","NULL"
NA,"k-m+_c1_1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k-m+_c1_1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k-m+_c1_1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k-m+_c1_1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k-m+_c1_1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k-m+_m37_1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k+m+_c1_1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k+m+_c1_1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k+m+_c1_1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k+m+_c1_1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k+m+_m37_1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","stuck"," 2","FALSE","NULL"
NA,"k-m-_c1_2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","lost"," 3","FALSE","NULL"
NA,"k-m-_c1_2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","missing"," 4","FALSE","NULL"
NA,"k-m-_c1_2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","alive"," 4","FALSE","NULL"
NA,"k-m-_c1_2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","missing"," 4","FALSE","NULL"
NA,"k-m-_c1_2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","alive"," 4","FALSE","NULL"
NA,"k-m-_m37_2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","lost"," 4","FALSE","NULL"
NA,"k-m-_w2_2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m-_w2_2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","stuck"," 3","FALSE","NULL"
NA,"k+m-_c1_2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","stuck"," 3","FALSE","NULL"
NA,"k+m-_c1_2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","alive"," 4","FALSE","NULL"
NA,"k+m-_c1_2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m-_c1_2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","alive"," 4","FALSE","NULL"
NA,"k+m-_c1_2.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","stuck"," 3","FALSE","NULL"
NA,"k+m-_m37_2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m+_c1_2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","missing"," 4","FALSE","NULL"
NA,"k-m+_c1_2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","alive"," 4","FALSE","NULL"
NA,"k-m+_c1_2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m+_c1_2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m+_c1_2.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","lost"," 4","FALSE","NULL"
NA,"k-m+_m37_2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m+_m37_2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m+_c1_2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m+_c1_2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 3","FALSE","NULL"
NA,"k+m+_c1_2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 3","FALSE","NULL"
NA,"k+m+_c1_2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 3","FALSE","NULL"
NA,"k+m+_m37_2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","alive"," 4","FALSE","NULL"
NA,"k+m+_m37_2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","stuck"," 3","FALSE","NULL"
NA,"k+m+_w2_2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","stuck"," 3","FALSE","NULL"
NA,"k+m+_w2_2.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","alive"," 4","FALSE","NULL"
NA,"k-m-_c1_4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m-_c1_4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m-_c1_4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m-_c1_4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m-_c1_4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k+m-_c1_4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m-_c1_4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","lost"," 4","FALSE","NULL"
NA,"k-m+_c1_4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m+_c1_4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m+_c1_4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m-_c1_5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m-_m37_5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","missing"," 2","FALSE","NULL"
NA,"k-m-_m37_5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m-_c1_5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k+m-_m37_5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m-_m37_5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","missing"," 2","FALSE","NULL"
NA,"k-m+_c1_5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m+_c1_5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k+m+_c1_5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 4","FALSE","NULL"
NA,"k-m-_c1_6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k-m-_c1_6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k-m-_c1_6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k+m-_c1_6.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k+m+_c1_6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
NA,"k+m+_c1_6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k+m+_c1_6.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 5","FALSE","NULL"
NA,"k+m+_c1_6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","lost"," 2","FALSE","NULL"
NA,"k+m+_m37_6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00000000","dead"," 2","FALSE","NULL"
